1485233906 1 0 0 0
1485235816 15 0 0 0
1485245767 2226 0 0 0
1485245851 2227 0 0 0
1485248435 5681 0 0 0
1485253187 5686 0 0 0
1485253308 5687 0 0 0
1485256568 72011 0 0 0
1485257110 72013 0 0 0
1486574831 72118 0 0 0
1486652286 72120 0 0 0
1489581841 72264 0 0 0
1489668567 73019 0 0 0
1489669329 73022 0 0 0
1489669499 73022 0 0 0
1489669708 73055 0 0 0
1489732019 73237 0 0 0
1489755913 73825 0 0 0
1489756161 73843 0 0 0
1489756276 73843 0 0 0
1490002107 77209 0 0 0
1490008906 77313 0 0 0
1490015012 77427 0 0 0
1490015777 77427 0 0 0
1490020145 77432 0 0 0
1490092299 77473 0 0 0
1490170927 77700 0 0 0
1490171401 77701 0 0 0
1490175109 77707 0 0 0
1490249027 77728 0 0 0
1490249091 83754 0 0 0
1490249113 83754 0 0 0
1490249213 83755 0 0 0
1490250340 83766 0 0 0
1490251149 83771 0 0 0
1490254361 84125 0 0 0
1490254965 84134 0 0 0
1490255089 84145 0 0 0
1490255452 84163 0 0 0
1490256099 84191 0 0 0
1490283534 84230 0 0 0
1490369250 84648 0 0 0
1490417740 84964 0 0 0
1490418628 84969 0 0 0
1490975085 85451 0 0 0
1490976264 85468 0 0 0
1491628837 85503 0 0 0
1491629033 85528 0 0 0
1491629121 85534 0 0 0
1491629256 85537 0 0 0
1491631321 86018 0 0 0
1491631326 86018 0 0 0
1491641572 86018 0 0 0
1492072742 86022 0 0 0
1492073138 86023 0 0 0
1492075218 92005 0 0 0
1492076026 94730 0 0 0
1492076475 97095 0 0 0
1492076544 97099 0 0 0
1492077262 97105 0 0 0
1492417017 97107 0 0 0
1492434473 104061 0 0 0
1492435078 104076 0 0 0
1492515532 104078 0 0 0
1492680562 107352 0 0 0
1492680989 107357 0 0 0
1492683002 107371 0 0 0
1492683372 107389 0 0 0
1492684196 107389 0 0 0
1492684874 107409 0 0 0
1492685853 107433 0 0 0
1492689344 107496 0 0 0
1492689491 107509 0 0 0
1492689584 107511 0 0 0
1492864404 107511 0 1 0
1492931236 107511 0 1 0
1492931285 107511 0 2 0
1493045830 107511 0 2 1
1493047366 107511 0 2 1
1493555457 107511 0 3 1
1493698526 107511 5125 3 1
1493698542 107511 5125 3 1
1493699101 107511 5125 7 1
1493699449 107511 5125 7 1
1493700077 107511 5126 7 1
1493701363 107511 5198 7 1
1493705531 107511 5198 15 1
1493705912 107511 5202 15 1
1493706214 107511 5202 23 1
1493724918 107511 5202 27 1
1493786041 107511 5234 27 1
1493786051 107511 5234 27 1
1493873609 107511 5375 27 1
1493874301 107511 5377 27 1
1493887239 107511 5502 27 1
