1485233906 1 0 0 0
1485235816 2 0 0 0
1485245767 3 0 0 0
1485245851 4 0 0 0
1485248435 5 0 0 0
1485253187 6 0 0 0
1485253308 7 0 0 0
1485256568 8 0 0 0
1485257110 9 0 0 0
1486574831 10 0 0 0
1486652286 11 0 0 0
1489581841 12 0 0 0
1489668567 13 0 0 0
1489669329 14 0 0 0
1489669499 15 0 0 0
1489669708 16 0 0 0
1489732019 17 0 0 0
1489755913 18 0 0 0
1489756161 19 0 0 0
1489756276 20 0 0 0
1490002107 21 0 0 0
1490008906 22 0 0 0
1490015012 23 0 0 0
1490015777 24 0 0 0
1490020145 25 0 0 0
1490092299 26 0 0 0
1490170927 27 0 0 0
1490171401 28 0 0 0
1490175109 29 0 0 0
1490249027 30 0 0 0
1490249091 31 0 0 0
1490249113 32 0 0 0
1490249213 33 0 0 0
1490250340 34 0 0 0
1490251149 35 0 0 0
1490254361 36 0 0 0
1490254965 37 0 0 0
1490255089 38 0 0 0
1490255452 39 0 0 0
1490256099 40 0 0 0
1490283534 41 0 0 0
1490369250 42 0 0 0
1490417740 43 0 0 0
1490418628 44 0 0 0
1490975085 45 0 0 0
1490976264 46 0 0 0
1491628837 47 0 0 0
1491629033 48 0 0 0
1491629121 49 0 0 0
1491629256 50 0 0 0
1491631321 51 0 0 0
1491631326 52 0 0 0
1491641572 53 0 0 0
1492072742 54 0 0 0
1492073138 55 0 0 0
1492075218 56 0 0 0
1492076026 57 0 0 0
1492076475 58 0 0 0
1492076544 59 0 0 0
1492077262 60 0 0 0
1492417017 61 0 0 0
1492434473 62 0 0 0
1492435078 63 0 0 0
1492515532 64 0 0 0
1492680562 65 0 0 0
1492680989 66 0 0 0
1492683002 67 0 0 0
1492683372 68 0 0 0
1492684196 69 0 0 0
1492684874 70 0 0 0
1492685853 71 0 0 0
1492689344 72 0 0 0
1492689491 73 0 0 0
1492689584 74 0 0 0
1492864404 74 0 1 0
1492931236 74 0 2 0
1492931285 74 0 3 0
1493045830 74 0 3 1
1493047366 74 0 4 1
1493555457 74 0 5 1
1493698526 74 1 5 1
1493698542 74 2 5 1
1493699101 74 2 6 1
1493699449 74 3 6 1
1493700077 74 4 6 1
1493701363 74 5 6 1
1493705531 74 5 7 1
1493705912 74 6 7 1
1493706214 74 6 8 1
1493724918 74 6 9 1
1493786041 74 7 9 1
1493786051 74 8 9 1
1493873609 74 9 9 1
1493874301 74 10 9 1
1493887239 74 11 9 1
